instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
76768,32,0.172,0.795,185333,0.518,0.0597,0.17,-11.736,0.0986,115.008,0.585,Electronic
26688,28,0.00105,0.8,257707,0.903,0.443,0.0833,-5.277,0.0727,123.876,0.634,Electronic
30263,26,0.001,0.563,236712,0.631,0.00104,0.102,-5.682,0.199,146.211,0.208,Electronic
89737,41,0.0021899999999999,0.539,212973,0.914,0.0806,0.199,-5.786,0.0345,141.35,0.432,Electronic
87236,44,0.4,0.381,230173,0.423,0.0289,0.149,-12.356,0.0517,130.07,0.24,Electronic
49058,55,0.946,0.542,247818,0.16,0.928,0.263,-21.672,0.0365,126.921,0.198,Electronic
33015,27,0.0108,0.489,254453,0.776,0.135,0.273,-6.088,0.0351,75.516,0.436,Electronic
72771,43,0.0101,0.602,214000,0.986,0.0021899999999999,0.315,-0.563,0.531,75.026,0.0464,Electronic
45171,31,0.0111,0.355,293172,0.674,0.919,0.0901,-9.093,0.0513,90.954,0.0356,Electronic
29447,34,0.00591,0.644,186240,0.927,0.448,0.363,-4.651,0.0508,125.001,0.316,Electronic
52178,39,0.0000919,0.519,239667,0.818,0.00467,0.426,-6.218,0.0596,183.975,0.544,Electronic
48460,33,0.00298,0.45,-1,0.915,0.446,0.771,-1.404,0.236,137.948,0.156,Electronic
49721,96,0.153,0.841,212500,0.798,0.00000333,0.0618,-4.206,0.229,95.948,0.591,Electronic
52835,50,0.293,0.497,-1,0.414,0.879,0.108,-14.626,0.133,201.947,0.511,Electronic
32270,44,0.000449,0.43,231637,0.812,0.00899,0.0531,-5.303,0.0669,149.998,0.286,Electronic
62091,31,0.0000427,0.629,278400,0.914,0.544,0.108,-2.577,0.0509,149.991,0.183,Electronic
80850,36,0.00316,0.678,272098,0.746,0.0192,0.0983,-6.178,0.278,145.096,0.426,Electronic
57179,39,0.0185,0.802,194590,0.793,0,0.363,-4.578,0.198,150.143,0.564,Electronic
84128,41,0.0128,0.574,157524,0.67,0.601,0.645,-3.68,0.207,149.975,0.513,Electronic
87440,35,0.0688,0.517,378840,0.696,0.789,0.122,-7.794,0.0521,168.422,0.343,Electronic
53267,39,0.11,0.777,-1,0.667,0.0008609999999999,0.0958,-5.034,0.358,170.121,0.69,Electronic
24341,40,0.00883,0.687,180233,0.698,0.0977,0.11,-3.728,0.437,112.494,0.591,Electronic
66406,38,0.0928,0.887,346533,0.749,0.00000156,0.315,-7.323,0.223,127.999,0.697,Electronic
40462,27,0.00885,0.897,204016,0.762,0.016,0.0824,-4.48,0.0625,126.035,0.43,Electronic
55822,30,0.638,0.57,-1,0.21,0.888,0.104,-15.555,0.0367,99.091,0.0388,Electronic
22927,37,0.00331,0.467,-1,0.637,0.000548,0.337,-8.652,0.0342,179.559,0.232,Electronic
66214,36,0.0054399999999999,0.664,184434,0.893,0.000193,0.131,-4.501,0.201,189.988,0.401,Electronic
45062,34,0.136,0.792,379600,0.664,0.824,0.121,-10.403,0.0638,109.99,0.733,Electronic
88543,30,0.00108,0.678,237000,0.711,0.043,0.22,-8.911,0.0568,165.064,0.305,Electronic
61086,23,0.00277,0.331,216279,0.923,0.0147,0.126,-3.086,0.327,171.858,0.208,Electronic
43242,31,0.0294,0.86,251009,0.68,0.838,0.198,-4.32,0.0829,109.995,0.237,Electronic
61549,32,0.0139,0.498,-1,0.945,0.647,0.338,-0.003,0.137,149.888,0.179,Electronic
22948,38,0.608,0.85,312507,0.74,0.000782,0.302,-6.327,0.0552,123.451,0.907,Electronic
27106,39,0.024,0.471,-1,0.591,0.000339,0.148,-11.088,0.0412,71.047,0.169,Electronic
40989,38,0.128,0.458,164456,0.826,0.0000234,0.343,-7.604,0.166,110.245,0.494,Electronic
80672,36,0.0172,0.285,-1,0.902,0.32,0.171,-3.128,0.146,150.038,0.109,Electronic
48275,38,0.0412,0.527,357107,0.751,0.798,0.644,-8.764,0.0361,123.491,0.135,Electronic
83862,33,0.285,0.845,-1,0.849,0.00954,0.0867,-3.01,0.0444,126.044,0.323,Electronic
38747,44,0.153,0.792,265133,0.549,0.379,0.343,-9.855,0.0456,120.013,0.476,Electronic
44217,26,0.000107,0.521,249000,0.881,0.0192,0.106,-8.812,0.0471,127.061,0.317,Electronic
58829,39,0.0134,0.808,445723,0.451,0.776,0.106,-12.013,0.0714,120.961,0.353,Electronic
51280,53,0.132,0.698,368400,0.789,0.0091,0.366,-4.936,0.163,123.016,0.492,Electronic
66861,55,0.367,0.594,236522,0.815,0,0.0948,-3.47,0.0423,137.933,0.339,Electronic
76146,61,0.148,0.701,462267,0.788,0.625,0.0977,-5.611,0.0425,142.584,0.795,Electronic
52784,39,0.0139,0.597,-1,0.951,0.615,0.148,-5.21,0.062,159.968,0.251,Electronic
22744,34,0.00187,0.774,248571,0.944,0.191,0.111,0.072,0.0782,140.063,0.369,Electronic
82556,53,0.00171,0.721,197442,0.925,0.0545,0.547,-3.208,0.196,111.961,0.37,Electronic
46073,24,0.115,0.563,200800,0.868,0.293,0.108,-4.691,0.0535,117.028,0.535,Electronic
45853,36,0.055,0.651,240009,0.418,0.0000856,0.103,-9.306,0.0352,139.997,0.104,Electronic
83023,42,0.385,0.594,322787,0.481,0.845,0.131,-14.483,0.047,109.941,0.585,Electronic
77016,46,0.17,0.77,-1,0.638,0.00532,0.0972,-5.402,0.0682,141.935,0.299,Electronic
27407,39,0.528,0.7,163613,0.893,0.955,0.695,-10.191,0.0649,140.046,0.801,Electronic
85461,51,0.246,0.675,381173,0.496,0.888,0.155,-14.236,0.0622,80.958,0.885,Electronic
91295,31,0.00892,0.566,322105,0.879,0.36,0.142,-4.461,0.11,76.01,0.295,Electronic
56526,35,0.0564,0.665,360442,0.65,0.447,0.0983,-6.782,0.0335,100.014,0.3,Electronic
48424,35,0.0177,0.829,394013,0.263,0.0435,0.0826,-12.35,0.0377,104.992,0.357,Electronic
75603,45,0.95,0.45,202147,0.278,0.646,0.185,-14.318,0.034,108.004,0.0421,Electronic
64805,25,0.00499,0.594,204800,0.871,0.388,0.0935,-3.477,0.0421,150.009,0.63,Electronic
81365,36,0.0196,0.728,232500,0.896,0.252,0.101,-4.597,0.0579999999999999,128.001,0.269,Electronic
63355,31,0.00694,0.637,175983,0.708,0.142,0.344,-7.792,0.0793,99.987,0.733,Electronic
46901,30,0.0197,0.774,243837,0.606,0.438,0.161,-6.89,0.182,74.99,0.375,Electronic
32688,26,0.0044399999999999,0.701,331000,0.607,0.0000409,0.0433,-4.514,0.0547,127.979,0.342,Electronic
27879,36,0.00584,0.499,-1,0.608,0.0000168,0.134,-7.316,0.0681,75.039,0.0724,Electronic
88294,36,0.23,0.404,458667,0.61,0.949,0.101,-12.952,0.0367,179.938,0.2,Electronic
80014,34,0.00162,0.356,191573,0.917,0.803,0.0877,-7.842,0.0811,110.192,0.799,Electronic
33141,37,0.0863,0.771,180004,0.959,0.436,0.0536,-2.992,0.0572,139.952,0.663,Electronic
90524,47,0.0000233,0.416,275200,0.925,0.838,0.125,-3.94,0.0763,74.99,0.0971,Electronic
91302,26,0.0206,0.792,192323,0.969,0.00869,0.644,-3.488,0.139,145.069,0.667,Electronic
81568,66,0.0874,0.525,252280,0.741,0.147,0.117,-5.643,0.0311,117.031,0.179,Electronic
89847,50,0.0128,0.922,245947,0.701,0.000822,0.0941,-6.679,0.0868,101.996,0.54,Electronic
55592,45,0.0193,0.511,-1,0.596,0.000704,0.0834,-5.05,0.053,124.964,0.0814,Electronic
68750,30,0.0553,0.557,336413,0.778,0.783,0.0993,-6.174,0.0339,90.97,0.26,Electronic
63269,40,0.000744,0.632,300414,0.93,0.000373,0.174,-4.553,0.226,145.035,0.251,Electronic
57511,41,0.113,0.404,294013,0.677,0.508,0.0546,-5.58,0.0384,82.022,0.165,Electronic
65998,46,0.0116,0.377,447427,0.65,0.827,0.346,-10.277,0.0284,101.547,0.0978,Electronic
23448,33,0.000417,0.466,290827,0.828,0.205,0.335,-7.898,0.0518,104.495,0.299,Electronic
48408,39,0.237,0.586,222136,0.712,0.971,0.0906,-9.937,0.0313,136.037,0.178,Electronic
43730,30,0.00212,0.413,220800,0.857,0.92,0.0981,-4.974,0.0482,100.095,0.073,Electronic
90169,51,0.102,0.736,453507,0.401,0.293,0.0938,-11.285,0.0476,100.008,0.0543,Electronic
29686,70,0.0427,0.817,224693,0.716,0.00263,0.358,-8.898,0.144,123.475,0.692,Electronic
38692,39,0.00442,0.509,270965,0.904,0.843,0.653,-7.045,0.0405,132.009,0.153,Electronic
55572,51,0.0000653,0.58,290840,0.786,0.207,0.461,-9.979,0.0675,126.004,0.558,Electronic
59587,37,0.0462,0.66,-1,0.594,0.77,0.131,-10.545,0.0387,91.082,0.913,Electronic
52855,33,0.425,0.695,-1,0.573,0.000905,0.0924,-7.733,0.1,118.001,0.367,Electronic
37009,41,0.117,0.805,354893,0.794,0.315,0.315,-7.469,0.0682,104.992,0.733,Electronic
32316,23,0.136,0.623,198621,0.933,0.589,0.412,-4.932,0.591,144.896,0.295,Electronic
68208,50,0.0208,0.776,325584,0.474,0.384,0.0877,-8.438,0.0418,130.025,0.195,Electronic
63227,40,0.0139,0.531,-1,0.651,0.439,0.119,-8.31,0.0327,119.967,0.0388,Electronic
76852,31,0.524,0.551,289187,0.327,0.0036799999999999,0.122,-13.714,0.0384,75.037,0.22,Electronic
44395,35,0.000291,0.478,266400,0.869,0.243,0.0804,-3.033,0.0785,150.14,0.314,Electronic
77405,34,0.914,0.616,-1,0.433,0.531,0.081,-16.555,0.0363,105.915,0.118,Electronic
64974,54,0.0462,0.752,-1,0.844,0.131,0.0782,-8.705,0.0398,124.013,0.78,Electronic
66389,36,0.342,0.726,360200,0.87,0.902,0.121,-6.506,0.0997,141.962,0.677,Electronic
76290,41,0.198,0.689,480686,0.569,0.00725,0.108,-10.285,0.0421,119.996,0.283,Electronic
60528,43,0.0157,0.833,211882,0.938,0.0718,0.0663,-2.242,0.0551,128.024,0.79,Electronic
58743,44,0.0127,0.825,155435,0.791,0.00227,0.0722,-4.7,0.0495,101.999,0.512,Electronic
67553,44,0.0111,0.659,350098,0.757,0.696,0.128,-4.802,0.03,139.949,0.475,Electronic
69676,36,0.0249,0.865,274013,0.65,0.000391,0.102,-8.025,0.101,120.03,0.557,Electronic
89539,56,0.958,0.525,291000,0.366,0.751,0.137,-16.488,0.0718,179.956,0.0785,Electronic
35376,44,0.0291,0.691,192387,0.89,0.585,0.0878,-6.516,0.0349,125.983,0.651,Electronic
38897,42,0.00703,0.682,213157,0.585,0.0000704,0.105,-5.608,0.0473,88.027,0.521,Electronic
70025,43,0.154,0.568,272800,0.707,0.898,0.117,-7.07,0.0384,93.98,0.623,Electronic
57632,35,0.00121,0.42,372667,0.968,0.891,0.0921,-9.047,0.07,124.837,0.37,Electronic
65153,38,0.137,0.494,205160,0.357,0.667,0.131,-17.063,0.0343,95.031,0.292,Electronic
32298,41,0.202,0.489,459147,0.506,0.676,0.0916,-13.68,0.0318,156.779,0.0387,Electronic
83151,31,0.0562,0.734,303920,0.757,0.0762,0.283,-3.661,0.163,127.993,0.158,Electronic
89294,32,0.932,0.434,247187,0.277,0.708,0.0832,-16.148,0.0417,133.298,0.26,Electronic
62564,59,0.238,0.481,270257,0.687,0.11,0.107,-6.748,0.0699,145.971,0.188,Electronic
38967,34,0.0292,0.619,-1,0.721,0.892,0.208,-8.299,0.0558,140.114,0.0397,Electronic
25086,46,0.00139,0.608,319880,0.725,0.0546,0.0802,-4.367,0.342,136.251,0.802,Electronic
55249,60,0.013,0.708,155840,0.827,0.0000149,0.504,-4.591,0.0453,120.015,0.367,Electronic
69222,40,0.00968,0.871,202268,0.843,0.697,0.111,-5.447,0.0885,97.013,0.877,Electronic
51425,47,0.137,0.766,359166,0.396,0.0436,0.052,-12.673,0.0406,113.005,0.187,Electronic
62209,33,0.135,0.744,271693,0.563,0.626,0.133,-12.188,0.0361,156.018,0.87,Electronic
89108,38,0.547,0.765,268813,0.784,0.924,0.0815,-8.278,0.0649,126.228,0.655,Electronic
80016,48,0.252,0.879,537164,0.777,0.849,0.0883,-10.709,0.0559,110.003,0.198,Electronic
81874,39,0.107,0.58,403693,0.612,0.0365,0.226,-11.631,0.0735,124.022,0.555,Electronic
49775,45,0.0733,0.565,283773,0.779,0.0000292,0.263,-3.891,0.0412,119.949,0.541,Electronic
77987,41,0.00739,0.707,244965,0.877,0.487,0.101,-1.27,0.0729,144.959,0.165,Electronic
45285,43,0.0004559999999999,0.625,320333,0.843,0.000761,0.179,-5.163,0.0695,117.949,0.717,Electronic
59760,56,0.0616,0.387,240713,0.758,0.0000226,0.118,-2.794,0.0578,127.947,0.132,Electronic
54968,28,0.00185,0.612,-1,0.866,0.13,0.109,-8.82,0.048,134.054,0.172,Electronic
50682,36,0.0273,0.689,255238,0.814,0.000106,0.106,-4.254,0.0338,126.044,0.177,Electronic
79611,40,0.206,0.818,309055,0.487,0.714,0.111,-10.593,0.189,141.99,0.35,Electronic
80596,35,0.0112,0.866,224836,0.906,0.348,0.0382,-2.967,0.0479,126.084,0.267,Electronic
25624,28,0.0476,0.67,342293,0.793,0.912,0.0714,-3.848,0.0308,93.802,0.671,Electronic
83761,45,0.794,0.756,222250,0.518,0.0452,0.101,-6.924,0.0736,107.035,0.27,Electronic
28322,21,0.00748,0.282,279880,0.777,0,0.158,-6.798,0.0665,127.191,0.345,Electronic
26240,28,0.0104,0.93,318894,0.76,0.793,0.0822,-6.063,0.406,139.985,0.62,Electronic
72391,22,0.00716,0.703,166957,0.939,0.173,0.161,-2.69,0.0547,127.976,0.332,Electronic
63266,42,0.0136,0.878,208745,0.557,0.235,0.0766,-10.992,0.0566,115.064,0.66,Electronic
34522,43,0.00598,0.625,332387,0.742,0.00288,0.0921,-7.913,0.0285,112.639,0.508,Electronic
20134,26,0.0145,0.58,201694,0.72,0.598,0.281,-5.541,0.0638,143.816,0.16,Electronic
35618,61,0.0508,0.813,271219,0.569,0.0016,0.0559999999999999,-6.068,0.0468,123.028,0.18,Electronic
63171,32,0.0846,0.616,243960,0.834,0,0.62,-4.932,0.0422,123.01,0.863,Electronic
32562,44,0.092,0.6,253746,0.548,0.786,0.0879,-11.123,0.0295,155.942,0.82,Electronic
60440,48,0.00042,0.775,376815,0.67,0.0179,0.0951,-4.676,0.04,140.019,0.365,Electronic
82041,33,0.0147,0.198,34459,0.397,0.513,0.121,-13.971,0.0429,86.788,0.0395,Electronic
79631,33,0.154,0.676,-1,0.715,0.925,0.117,-10.262,0.0287,104.024,0.759,Electronic
33763,43,0.00187,0.407,866773,0.888,0.104,0.172,-3.078,0.333,123.95,0.293,Electronic
44012,50,0.000289,0.583,-1,0.961,0.000889,0.311,-2.099,0.15,145.016,0.174,Electronic
90457,33,0.00732,0.806,208552,0.846,0.255,0.425,-1.374,0.398,145.112,0.479,Electronic
69551,26,0.0000646,0.802,491901,0.747,0.881,0.0754,-8.174,0.0496,120.981,0.208,Electronic
21227,58,0.00943,0.507,282273,0.934,0.0018,0.222,-2.325,0.188,175.954,0.471,Electronic
84194,39,0.321,0.584,-1,0.433,0.923,0.0912,-14.59,0.0253,100.01,0.0721,Electronic
51111,28,0.000856,0.439,229846,0.835,0.0265,0.147,-6.061,0.329,129.892,0.295,Electronic
59535,32,0.731,0.23,128640,0.424,0.3,0.155,-11.326,0.0356,97.627,0.391,Electronic
88142,37,0.0531,0.441,262467,0.676,0.491,0.116,-12.296,0.0759,218.03,0.762,Electronic
54876,33,0.00886,0.564,242660,0.598,0.786,0.0904,-9.65,0.0301,129.998,0.374,Electronic
35722,27,0.0389,0.673,241200,0.717,0.669,0.106,-8.365,0.0382,81.962,0.624,Electronic
56980,45,0.015,0.608,272143,0.783,0.000846,0.354,-5.924,0.133,139.994,0.41,Electronic
79083,44,0.00223,0.581,548560,0.897,0.748,0.0237,-9.151,0.0635,134.997,0.677,Electronic
88130,55,0.384,0.737,194735,0.457,0.381,0.104,-8.547,0.0339,147.947,0.447,Electronic
37959,25,0.437,0.626,71228,0.646,0.946,0.177,-10.74,0.0444,160.012,0.587,Electronic
65687,41,0.074,0.655,175613,0.823,0,0.0756,-4.597,0.0973,133.919,0.364,Electronic
68983,21,0.000354,0.343,263267,0.955,0.0502,0.114,-2.374,0.0906,164.95,0.543,Electronic
20234,65,0.009,0.704,-1,0.989,0.0443,0.0814,-5.079,0.073,127.992,0.123,Electronic
83697,34,0.00141,0.504,166562,0.946,0.00526,0.723,-1.285,0.335,174.104,0.394,Electronic
26893,38,0.00936,0.726,250000,0.703,0.114,0.113,-6.965,0.0499,120.954,0.434,Electronic
33201,25,0.000167,0.479,192012,0.98,0.171,0.37,-3.379,0.438,149.927,0.224,Electronic
57809,33,0.0363,0.659,168000,0.932,0.000421,0.133,-4.972,0.125,100.034,0.394,Electronic
49977,40,0.0355,0.535,334467,0.699,0.216,0.354,-7.16,0.0456,113.022,0.258,Electronic
86988,23,0.00255,0.307,243000,0.904,0.683,0.34,-5.278,0.195,139.995,0.0951,Electronic
65194,50,0.0463,0.331,339310,0.668,0,0.227,-3.167,0.0415,145.133,0.152,Electronic
55320,42,0.76,0.728,227022,0.541,0.00000796,0.0925,-7.423,0.0722,126.082,0.558,Electronic
81535,29,0.000039,0.568,378693,0.709,0.0034799999999999,0.33,-6.188,0.0304,122.987,0.211,Electronic
89424,46,0.872,0.619,228867,0.564,0.926,0.16,-10.696,0.0293,131.908,0.787,Electronic
65577,36,0.157,0.685,351907,0.652,0.0085,0.111,-7.501,0.0493,119.989,0.521,Electronic
44917,53,0.123,0.756,-1,0.843,0.0339,0.129,-4.726,0.0605,144.062,0.21,Electronic
46242,31,0.125,0.485,352000,0.919,0.965,0.122,-9.312,0.0651,79.988,0.432,Electronic
87314,28,0.00396,0.771,233600,0.64,0.00000452,0.0993,-5.666,0.155,74.987,0.424,Electronic
41912,34,0.0466,0.537,186203,0.797,0,0.865,-5.328,0.321,84.444,0.384,Electronic
36209,61,0.262,0.374,201600,0.886,0.000985,0.0919,-4.004,0.0613,150.082,0.113,Electronic
30033,54,0.00112,0.905,264000,0.838,0.839,0.608,-6.838,0.0499,126.007,0.464,Electronic
50521,34,0.0189,0.658,412220,0.602,0.761,0.0841,-12.426,0.0361,99.991,0.132,Electronic
23211,36,0.281,0.464,329733,0.579,0.827,0.0992,-9.136,0.0596,171.752,0.14,Electronic
74855,40,0.00355,0.618,269333,0.859,0.00103,0.181,-4.802,0.361,89.95,0.103,Electronic
67863,42,0.303,0.94,278117,0.459,0.0000494,0.126,-8.006,0.0561,107.006,0.304,Electronic
84928,37,0.435,0.664,236520,0.691,0.00809,0.137,-8.358,0.0873,83.047,0.756,Electronic
33617,54,0.133,0.384,208798,0.963,0.0118,0.259,-5.843,0.197,192.393,0.449,Electronic
65270,35,0.0282,0.723,338241,0.63,0.745,0.126,-9.344,0.0377,99.989,0.039,Electronic
