Catalyst,Reaction_Time
Palladium,37.68242525933941
Palladium,46.48060138532288
Palladium,46.30527636089945
Palladium,45.025567283212304
Palladium,43.82706433312426
Palladium,37.923146289747926
Palladium,42.89677338617321
Palladium,43.286427417366156
Palladium,40.9886136538919
Palladium,44.19357144166995
Palladium,47.02025428407269
Palladium,54.43092950605265
Palladium,45.872889064159196
Palladium,46.28775195361382
Palladium,44.62777042116917
Palladium,35.40614392350479
Palladium,44.867430622753915
Palladium,45.30115104970513
Palladium,57.316210562426434
Palladium,44.03819517609439
Palladium,46.50773671166806
Palladium,44.82644115147378
Palladium,39.15660981190234
Palladium,50.7141140725751
Palladium,48.75966516343387
Palladium,48.95515973521523
Palladium,40.4530627260263
Palladium,52.013971554680495
Palladium,37.990744686038596
Palladium,47.93428546900135
Palladium,55.952278129049894
Palladium,40.04731837434656
Palladium,42.16851135198614
Palladium,45.498256825438204
Palladium,42.482621729419
Palladium,37.24668284466934
Palladium,45.34281487403014
Palladium,39.688481431369475
Palladium,47.36796215317591
Palladium,40.402878828830985
Palladium,52.7496720250877
Palladium,41.08373353831882
Palladium,43.38969241897162
Palladium,49.06758608684835
Palladium,38.84567841783022
Palladium,46.13729967302065
Palladium,51.53571377141214
Palladium,36.96258382719386
Palladium,45.92316929266152
Palladium,46.29941397124212
Palladium,48.909114358886555
Palladium,38.81524644560959
Palladium,38.39771693457862
Palladium,47.60970782808449
Palladium,46.48492336616593
Palladium,46.252464251729386
Palladium,46.73224104748488
Palladium,41.59987639210755
Palladium,46.16126848580502
Palladium,46.46536236649341
Palladium,41.42824290986816
Palladium,54.328872555723784
Palladium,47.36916460455894
Palladium,39.04348251398676
Palladium,48.28276804316915
Palladium,40.126591648863396
Palladium,48.93542301871226
Palladium,50.79297789503702
Palladium,40.89658840824145
Palladium,49.816880646221605
Palladium,47.063904634682494
Palladium,49.11030079997245
Palladium,54.48396491326974
Palladium,43.77305941998565
Palladium,41.23131917821255
Palladium,40.55242785187238
Palladium,40.92094857517281
Palladium,44.61449145292948
Palladium,46.70575987408322
Palladium,46.3834539966501
Palladium,49.13591624518012
Palladium,45.065009459389536
Palladium,52.26767038578659
Palladium,43.67671583381022
Palladium,58.600845832948096
Palladium,48.128336738825034
Palladium,40.714212217918586
Palladium,39.645537509694435
Palladium,47.41236207621593
Palladium,43.88268607337075
Palladium,48.57000247046046
Palladium,47.366188122867726
Palladium,44.63585543671564
Palladium,40.76603140965798
Palladium,37.42576387657068
Palladium,42.767425239664895
Palladium,49.28199397161736
Palladium,46.07046872065102
Palladium,38.77130610644006
Palladium,45.86590462925591
Palladium,46.92658689864418
Palladium,40.580712818994336
Palladium,45.768625529727636
Palladium,45.29104359223
Palladium,39.28514851084688
Palladium,46.788936801741414
Palladium,47.803922631841175
Palladium,50.41525621587638
Palladium,50.26901026017451
Palladium,38.111653160214544
Palladium,40.310874800424386
Palladium,47.5751763360433
Palladium,47.56892975456105
Palladium,47.57523843153024
Palladium,64.26365745327361
Palladium,47.85445255346583
Palladium,50.677828200902994
Palladium,49.770008817466014
Palladium,48.25695625652899
Palladium,43.423653776798275
Palladium,48.79484610246634
Palladium,41.13587392731214
Palladium,43.815906966299956
Palladium,42.57318226085448
Palladium,45.40937069693161
Palladium,56.573292833367546
Palladium,35.66367403704126
Palladium,48.431300951872565
Palladium,36.93642064405174
Palladium,42.64034067105283
Palladium,50.44475298483683
Palladium,45.321400095477316
Palladium,39.61127611035347
Palladium,41.42348145370016
Palladium,48.39798874467338
Palladium,41.34816684141432
Palladium,46.08229294790988
Palladium,45.22785919951907
Palladium,41.74199826197091
Palladium,55.719720446626624
Palladium,48.169595111590056
Palladium,34.874287066711965
Palladium,45.93227157384714
Palladium,41.69106767615806
Palladium,49.26216667398112
Palladium,41.037396307836495
Palladium,44.42631779266551
Palladium,47.524936394902284
Palladium,49.32877597085061
Palladium,38.99851796472112
Palladium,43.327493820795254
Palladium,42.625273444195216
Palladium,41.73335383713144
Palladium,53.82727120140548
Palladium,47.024908554804774
Palladium,38.69558022832477
Palladium,49.58930973527388
Palladium,55.610780985063165
Palladium,50.16232630275574
Palladium,37.403150170229935
Palladium,42.57882963566874
Palladium,51.334555745933116
Palladium,41.461652671906094
Palladium,47.219097140731144
Palladium,48.87317026714668
Palladium,40.36534764210958
Palladium,44.702373219691
Palladium,28.793663299654636
Palladium,39.87806179332855
Palladium,43.7371592430342
Palladium,38.76108409017575
Palladium,53.16205651965818
Palladium,37.84929311019684
Palladium,42.79977756651508
Palladium,45.65370288643046
Palladium,52.20636644533058
Palladium,37.8206892441028
Palladium,50.815818760774796
Palladium,45.05116530509793
Palladium,40.09245674476024
Palladium,47.31051737131635
Palladium,45.99529847786735
Palladium,41.99891561420603
Palladium,45.349010424950094
Palladium,43.073432015691196
Palladium,45.56758672625624
Palladium,48.31065337260523
Palladium,52.93008408072676
Palladium,38.810922505865754
Palladium,55.665166873281336
Palladium,35.23956100238749
Palladium,44.24107452482208
Palladium,47.94158603242288
Palladium,46.40495933867516
Palladium,41.88650240089703
Palladium,43.95938874821363
Palladium,42.53499532670584
Palladium,42.053176215278945
Palladium,49.24801048510513
Palladium,46.785077429825236
Palladium,41.53545202369673
Palladium,49.49799937716625
Palladium,46.536497604383044
Palladium,49.0643105941948
Palladium,48.14814420961806
Palladium,40.85502494538964
Palladium,42.19909479901515
Palladium,48.73646802561631
Palladium,48.05185132716733
Palladium,44.89549203017926
Palladium,45.58663691654391
Palladium,51.388324478942124
Palladium,42.04214305582085
Palladium,47.73548690585019
Palladium,43.98903673783053
Palladium,43.911593983863895
Palladium,50.49388425993595
Palladium,49.12708174494015
Palladium,49.06754818000319
Palladium,51.52739403577164
Palladium,45.105019208163796
Palladium,48.40976485647482
Palladium,43.44866621703272
Palladium,46.62083176244221
Palladium,44.34928472816158
Palladium,45.48497982496359
Palladium,47.975785127184565
Palladium,40.908896583832636
Palladium,55.4619363784273
Palladium,39.96991309250149
Palladium,38.92905693606134
Palladium,50.79055436750034
Palladium,48.95831346981468
Palladium,48.12059908526078
Palladium,48.1417275463214
Palladium,44.93876613576543
Palladium,40.51372814257084
Palladium,45.379022790968634
Palladium,41.61419144243944
Palladium,49.87559866708875
Palladium,44.26471309248931
Palladium,40.87251401603744
Palladium,43.393070791735035
Palladium,47.064657271378124
Palladium,42.18137723598013
Palladium,40.888898022167844
Palladium,46.21843605745956
Palladium,46.22483285554361
Palladium,42.46528412314435
Palladium,42.644808471908384
Palladium,46.160249686788184
Palladium,37.75957829251338
Palladium,37.962681128117225
Palladium,41.40777889373782
Palladium,43.932764241440765
Palladium,46.554537827990025
Palladium,52.37678108474776
Palladium,49.2882981160101
Palladium,44.20030735018287
Palladium,44.904918960486555
Palladium,39.987353176810956
Palladium,44.90743432003805
Palladium,43.55670680539931
Palladium,46.613592801690444
Palladium,40.86384528223839
Palladium,47.59673257120586
Palladium,52.66369456501289
Palladium,44.45619925771571
Palladium,47.00855861049471
Palladium,48.45071995855556
Palladium,42.99389764057082
Palladium,46.12046240905208
Palladium,45.06296200390897
Palladium,45.488380492744156
Palladium,41.134951080722665
Palladium,45.12255087129471
Palladium,47.48999145622725
Palladium,52.25571803897521
Palladium,49.79635413042603
Palladium,55.76591228755778
Platinum,36.16326218555975
Platinum,44.36160318360339
Platinum,40.91671002869176
Platinum,50.94901466608836
Platinum,35.95850857322424
Platinum,35.80139078909612
Platinum,37.003036772779886
Platinum,29.380521378450965
Platinum,37.37122489159619
Platinum,36.20433669223151
Platinum,40.75196893238104
Platinum,41.7087798788858
Platinum,49.38085419607943
Platinum,44.75211919093025
Platinum,37.115481721687985
Platinum,35.50792664325821
Platinum,42.45959585753253
Platinum,33.39883396489679
Platinum,49.157293829271765
Platinum,45.897200603606436
Platinum,37.65412173947647
Platinum,31.434327354545612
Platinum,46.76936187082706
Platinum,39.42730077373691
Platinum,46.18908155986731
Platinum,32.02786170602816
Platinum,37.00312488523114
Platinum,40.026218498590914
Platinum,40.23490296882371
Platinum,37.749672642603784
Platinum,43.114249661737496
Platinum,34.66189785308703
Platinum,39.288102574893536
Platinum,40.601478158559495
Platinum,42.57219417029374
Platinum,43.558074390444446
Platinum,34.376789540810655
Platinum,32.329429146321885
Platinum,46.38838410949255
Platinum,41.66157005989796
Platinum,36.25756731721723
Platinum,47.75575987761262
Platinum,40.57837317146429
Platinum,45.89648592031913
Platinum,40.33759240705054
Platinum,50.303739624409936
Platinum,48.77670421221602
Platinum,38.75517925760463
Platinum,44.85785475477178
Platinum,43.226879747925736
Platinum,46.843157787661745
Platinum,35.17538269709948
Platinum,43.4302572999922
Platinum,45.292122434247936
Platinum,31.20630256788443
Platinum,34.083707436671126
Platinum,29.803839111199498
Platinum,38.65296582777721
Platinum,43.58771127897981
Platinum,47.51178526048014
Platinum,40.37047390209887
Platinum,48.14307772785646
Platinum,33.099492708925546
Platinum,31.483087803224226
Platinum,39.722261505516904
Platinum,41.92032724469654
Platinum,39.836526259529535
Platinum,29.662789499800617
Platinum,39.55439980243606
Platinum,33.47765249747573
Platinum,43.348362744150194
Platinum,41.83299123048424
Platinum,35.30060106836322
Platinum,37.43066541331653
Platinum,34.703932390555245
Platinum,39.686604513634144
Platinum,44.77571160250619
Platinum,35.071369768322285
Platinum,42.52023257758922
Platinum,37.348711908137794
Platinum,36.03563583868828
Platinum,39.46484820022721
Platinum,34.82378838790313
Platinum,37.23175347326409
Platinum,34.010610537055754
Platinum,49.82362566458195
Platinum,40.17631775985864
Platinum,36.501372460037075
Platinum,41.06989955367111
Platinum,39.43835975154585
Platinum,38.89515200233389
Platinum,43.07083350021713
Platinum,43.787538550236526
Platinum,37.34749426194736
Platinum,37.1209087967766
Platinum,38.62474151424178
Platinum,28.490394176322077
Platinum,32.42404468900724
Platinum,46.83437133722262
Platinum,48.22483856750642
Platinum,38.75481980221811
Platinum,42.88278481527883
Platinum,41.55625077271768
Platinum,55.39440404227619
Platinum,45.59787455717289
Platinum,39.36041204259617
Platinum,35.22229779699787
Platinum,31.96776839871214
Platinum,41.017318179336115
Platinum,36.21824627357849
Platinum,32.888731452011626
Platinum,36.76713557878737
Platinum,34.592259981928024
Platinum,48.43570817536282
Platinum,44.408198784747256
Platinum,39.960136793416915
Platinum,47.39972069445013
Platinum,40.386841538238095
Platinum,35.693578993358685
Platinum,47.61562038634828
Platinum,42.694550218423295
Platinum,34.81376922836772
Platinum,39.04830660958196
Platinum,35.62190873307621
Platinum,33.08600134517832
Platinum,44.630887737658206
Platinum,49.54708320235065
Platinum,33.00716213090429
Platinum,42.81484618345286
Platinum,36.746787154390866
Platinum,37.56437308117652
Platinum,37.03803037880566
Platinum,35.68004615160092
Platinum,40.24260813972413
Platinum,35.845249417944814
Platinum,41.35228412889919
Platinum,39.748809452754315
Platinum,38.80525976566795
Platinum,35.46218168979201
Platinum,37.116143347158335
Platinum,43.77695612912878
Platinum,42.504585938121906
Platinum,35.11222377600724
Platinum,40.49666152714613
Platinum,43.75693561685895
Platinum,31.652973594393142
Platinum,42.71680096189967
Platinum,36.686881205270765
Platinum,42.852993342965796
Platinum,36.18370421728741
Platinum,30.975589496677404
Platinum,31.862287810584185
Platinum,40.24042473330691
Platinum,41.29861250860741
Platinum,35.47841687447796
Platinum,43.19296229388687
Platinum,31.6923996886552
Platinum,39.669601006763415
Platinum,33.94491900118771
Platinum,36.7408194609892
Platinum,40.23699335658207
Platinum,35.69793317358024
Platinum,38.077222278850876
Platinum,45.0314640460722
Platinum,37.115540652384254
Platinum,44.17846056032571
Platinum,34.35146572671191
Platinum,42.64902088957641
Platinum,47.207843103289505
Platinum,27.641777499363553
Platinum,36.015523722647615
Platinum,42.8853606359027
Platinum,38.984773069785035
Platinum,41.85572936685654
Platinum,36.9800740664209
Platinum,40.4329489373645
Platinum,39.221613823039604
Platinum,45.838910308299035
Platinum,41.272104216506065
Platinum,41.68801331037601
Platinum,37.94061516938766
Platinum,37.56196887963753
Platinum,37.8372090609019
Platinum,41.97226071189149
Platinum,37.895077595898684
Platinum,41.448874284482066
Platinum,50.37700399322719
Platinum,44.35562351715846
Platinum,38.369882339160796
Platinum,46.00606961081972
Platinum,37.95962313489224
Platinum,29.80937732411073
Platinum,34.95956844541298
Platinum,30.646040394870724
Platinum,38.24243257979346
Platinum,40.09209189594776
Platinum,48.382186561376415
Platinum,41.63463686882081
Platinum,38.90449735595568
Platinum,44.14702790591745
Platinum,28.944323454960575
Platinum,41.17807279054283
Platinum,43.85432596943483
Platinum,32.60706877110079
Platinum,45.71877021603464
Platinum,41.69248203747207
Platinum,37.923560430495996
Platinum,43.163909330531425
Platinum,51.35346428902198
Platinum,40.90933127529247
Platinum,41.24110293150168
Platinum,37.70319550229878
Platinum,35.75077815267604
Platinum,44.15167908272123
Platinum,35.719580870455665
Platinum,40.35783118609696
Platinum,37.61171276617441
Platinum,42.39489912873196
Platinum,41.668310526434745
Platinum,45.1876997212895
Platinum,37.44991800572627
Platinum,38.65062532353314
Platinum,35.106181421088465
Platinum,37.778533699619445
Platinum,41.88650246522426
Platinum,43.78494308322676
Platinum,35.389173379111874
Platinum,44.3480296005283
Platinum,46.778189294024756
Platinum,42.067174516118506
Platinum,49.38397906279033
Platinum,36.13105400448214
Platinum,33.776726483442914
Platinum,31.106398755478608
Platinum,47.480221557445915
Platinum,43.27182828177029
Platinum,39.72207664544772
Platinum,41.3998431315991
Platinum,34.37255476350812
Platinum,52.228759898084135
Platinum,40.64610590987614
Platinum,40.546973973024464
Platinum,43.62883311949346
Platinum,42.40504615868357
Platinum,41.119420121395656
Platinum,36.04762772277344
Platinum,42.35734178567998
Platinum,49.41012248237517
Platinum,46.72710023077489
Platinum,47.965933133196984
Platinum,37.443921617844076
Platinum,35.0519758987071
Platinum,39.37106539950176
Platinum,40.27862456144347
Platinum,45.47095759235474
Platinum,31.537676851425903
Platinum,47.64775159730307
Platinum,39.20996050710505
Platinum,37.8655946502629
Platinum,34.93947812369916
Platinum,31.725716640671152
Platinum,44.11585291980957
Platinum,40.36658983594202
Platinum,33.55019550129473
Platinum,33.52460613968192
Platinum,38.32107650354936
Platinum,48.34510762644696
Platinum,38.702043243181976
Platinum,32.48428523440947
Platinum,38.77128467957028
Platinum,38.63638215126165
Platinum,26.515566785292144
Platinum,39.72852566741094
Platinum,38.84532734895661
Platinum,43.48103182406709
Platinum,49.244780474726724
Platinum,45.632825147738785
Platinum,38.65555654722585
Platinum,34.46737045629165
Platinum,52.8667990162493
Platinum,40.29609217007244
Platinum,40.06964645956473
Platinum,39.87937456444998
Platinum,40.99042380383928
Platinum,39.27819794038029
Platinum,37.13168996559882
Platinum,37.26570529379804
Platinum,39.83623364892001
Platinum,37.282876144331176
Platinum,36.43577108661418
Platinum,40.53215113845948
Platinum,38.72511391289572
Platinum,47.51996494291345
Platinum,26.74515095803494
Platinum,45.45753425961231
Platinum,46.23042596248815
Platinum,29.63304883795925
Platinum,38.28656202959826
Platinum,38.142795670021044
Platinum,32.96244152641089
Platinum,36.110916562045624
Platinum,34.44712077267086
Platinum,48.761352217118116
Platinum,44.678391965737305
Platinum,46.35777547497079
Platinum,43.60836032021618
Platinum,34.354741143913856
Platinum,37.37739866860113
Platinum,42.44687280613959
Platinum,33.88936095554027
Platinum,43.56499215086194
Platinum,38.79837300920933
Platinum,38.12589596225201
Platinum,43.554799841017456
Platinum,42.2213165574302
Platinum,38.1951691709046
Platinum,45.79664901682124
Platinum,34.59468336200051
Platinum,43.07967803472132
Platinum,42.96550628984192
Platinum,38.45226780343005
Platinum,41.63066511121059
Platinum,33.74443211807348
Platinum,44.6201350960345
Platinum,39.075489317785056
Platinum,37.3863848974048
Platinum,45.245046129184445
Platinum,36.4782815472862
Platinum,32.957693518182204
Platinum,32.21685413238048
Platinum,43.0300497567282
Platinum,33.597853237518585
Platinum,48.77397090992182
Platinum,29.59035296058139
Platinum,48.48228184145019
Platinum,41.055087336013095
Platinum,39.51643444064804
Platinum,37.27540456595525
Platinum,41.99568057176035
Platinum,39.811826487875756
Platinum,45.516509410082605
Platinum,40.5711382433102
Platinum,40.751508807309385
Platinum,38.18193893893072
Platinum,39.71527188139466
Platinum,41.5390088444603
Platinum,31.449158036716874
Platinum,33.25907288947143
Platinum,43.71632047011357
Platinum,40.85432719063971
Platinum,39.0800833182366
Platinum,40.09216966532696
Platinum,41.737908526808354
Platinum,37.30120159845319
Platinum,36.108476372988434
Platinum,40.97922627548841
Platinum,35.10813611192484
Platinum,42.04126377857236
Platinum,31.4870819788108
Platinum,45.14577818662822
Platinum,42.362987412065216
Platinum,41.28014867156938
Platinum,44.91345491972757
Platinum,48.32737222231288
Platinum,45.07185032509065
Platinum,30.795628843341774
Platinum,33.60211516632149
Platinum,36.875907111521606
Platinum,40.130455251054165
Platinum,42.58829510234561
Platinum,36.37128093423267
Platinum,40.93383382238539
Platinum,36.22308533823339
Platinum,36.94241098504026
Platinum,32.96669451575889
Nickel,45.38383376944548
Nickel,43.241576971918334
Nickel,45.12063373511334
Nickel,55.2682089830392
Nickel,45.25300555584028
Nickel,63.161910324186955
Nickel,52.466589504404446
Nickel,50.92418061847437
Nickel,45.70821109909393
Nickel,53.501549397044954
Nickel,47.12181086881113
Nickel,50.610049073226804
Nickel,62.800422691343975
Nickel,49.519700501376754
Nickel,55.74636663142838
Nickel,46.48411787437056
Nickel,49.82505754751519
Nickel,58.85400317817755
Nickel,46.86516471106116
Nickel,59.062242789984644
Nickel,53.538759677277376
Nickel,47.18766612052866
Nickel,53.1620386952776
Nickel,54.86277224813365
Nickel,53.10904981108598
Nickel,42.14887640054772
Nickel,46.364314120875655
Nickel,48.762406822242475
Nickel,49.62783285449977
Nickel,53.10336048775339
Nickel,50.88850500466627
Nickel,43.323278206449494
Nickel,51.90098925502981
Nickel,53.05292872641912
Nickel,52.7989522396552
Nickel,55.40390362777311
Nickel,54.16961077274452
Nickel,52.29590039614219
Nickel,49.649171442706766
Nickel,41.69519533242004
Nickel,52.14809109566293
Nickel,51.03843843581556
Nickel,51.35789418597687
Nickel,43.61625712089845
Nickel,44.59471729795869
Nickel,55.26576426666452
Nickel,49.802224230716725
Nickel,53.40750348686312
Nickel,50.14159188065231
Nickel,50.14878069747873
Nickel,54.69141902987999
Nickel,47.41977635891313
Nickel,50.48060388470492
Nickel,47.68862355647479
Nickel,47.827518862838424
Nickel,48.454139382656805
Nickel,51.110668858168566
Nickel,47.60625689168261
Nickel,56.278780627867604
Nickel,45.52696348890248
Nickel,49.06564177919321
Nickel,47.801344708629124
Nickel,57.23488942176866
Nickel,50.98277388255787
Nickel,55.159222697343175
Nickel,42.57219813481514
Nickel,51.33525132934629
Nickel,54.44815397811718
Nickel,50.41141994637712
Nickel,55.32740187532676
Nickel,47.41355774949814
Nickel,57.0467372009279
Nickel,61.49449061809625
Nickel,48.18580719780171
Nickel,47.77248739299614
Nickel,57.2669223855885
Nickel,57.89786072865356
Nickel,47.38569986423366
Nickel,47.89906591452071
Nickel,48.59107695569747
Nickel,43.27774744482861
Nickel,45.40674026757901
Nickel,44.97929616623966
Nickel,46.16101217447936
Nickel,49.82657556306609
Nickel,51.1710736626826
Nickel,57.75250246407038
Nickel,45.00822979630605
Nickel,54.92161199238292
Nickel,48.93005577887246
Nickel,49.752681451737836
Nickel,53.37409746083302
Nickel,44.386389892188504
Nickel,51.912048730920255
Nickel,50.83226104106528
Nickel,52.462256320040744
Nickel,51.44584321953909
Nickel,62.276500699554475
Nickel,46.81130007874342
Nickel,47.34501522499091
Nickel,46.88429736787618
Nickel,47.22261440419873
Nickel,46.81306436346741
Nickel,55.94508265553776
Nickel,57.102521239949276
Nickel,47.146268531252616
Nickel,45.838222134478855
Nickel,52.35707778193202
Nickel,47.23888477859514
Nickel,53.164659088777555
Nickel,51.0146151042565
Nickel,42.42127942501384
Nickel,57.737526006650306
Nickel,58.97938836547761
Nickel,46.93605654757807
Nickel,48.06149220032008
Nickel,51.429326953624525
Nickel,51.67228394993513
Nickel,53.29272136336415
Nickel,60.05102269383175
Nickel,49.11526386252975
Nickel,46.00851377730773
Nickel,43.10340385992736
Nickel,46.34534980029041
Nickel,49.83436513563102
Nickel,58.97278931758894
Nickel,47.41194350481914
Nickel,51.11893975819449
Nickel,49.917885519636236
Nickel,55.94196636724042
Nickel,62.63466212936811
Nickel,47.3456561353984
Nickel,47.552802787408886
Nickel,55.22080438534536
Nickel,53.409457448131555
Nickel,59.23353662868017
Nickel,52.91964092662982
Nickel,48.203539546064704
Nickel,52.95327415346155
Nickel,55.54351790291454
Nickel,54.10241090598682
Nickel,52.53637015553649
Nickel,55.33337344794577
Nickel,55.84647795222836
Nickel,56.91079495518763
Nickel,53.24354943794821
Nickel,49.16440959841573
Nickel,50.733568432166614
Nickel,56.03254483254179
Nickel,45.91532164506382
Nickel,51.84336654436451
Nickel,48.0333059383632
Nickel,50.143724114674086
Nickel,56.39225931303649
Nickel,50.95549534009952
Nickel,50.23218274078074
Nickel,43.200719295100406
Nickel,53.731267830136105
Nickel,53.22742090570538
Nickel,60.8162736165273
Nickel,48.461108825234994
Nickel,51.0957516383197
Nickel,51.246918418553776
Nickel,57.887266398817374
Nickel,49.52352233806524
Nickel,51.3951076288517
Nickel,53.0394825485827
Nickel,50.93304561578179
Nickel,47.76783192724736
Nickel,50.970449964491536
Nickel,55.36815874929886
Nickel,44.867423502944696
Nickel,50.66484837073438
Nickel,46.499395925304135
Nickel,55.97523314462421
Nickel,42.384065476081126
Nickel,47.20539076364206
Nickel,51.8860593753226
Nickel,57.827620146171704
Nickel,49.67124869463506
Nickel,47.22400236653401
Nickel,59.40578534720295
Nickel,42.75993049791878
Nickel,39.00597021689959
Nickel,52.200072250266665
Nickel,47.489728878236946
Nickel,44.89383591434643
Nickel,53.541782236496765
Nickel,51.219003568855996
Nickel,47.17960684631636
Nickel,43.59847800664553
Nickel,54.36228664140072
Nickel,53.251005889793305
Nickel,49.50412068110309
Nickel,59.23318498023833
Nickel,44.64957616836924
Nickel,42.372374145376305
Nickel,46.540459650593775
Nickel,49.77206991822251
Nickel,51.21669724661346
Nickel,48.79381971071835
Nickel,51.76027698257148
Nickel,43.74230287904778
Nickel,57.2188230203663
Nickel,49.58924410803716
Nickel,55.58647915794064
Nickel,51.71362673188852
Nickel,52.28376609576892
Nickel,52.84883640116102
Nickel,52.23854280008658
Nickel,53.21361379933772
Nickel,56.64576265066216
Nickel,50.98260584850735
Nickel,53.54501878794256
Nickel,49.55132152856387
Nickel,57.200586077247365
Nickel,46.61803848970365
Nickel,59.004702164554075
Nickel,49.79921024677828
Nickel,42.84612448940976
Nickel,50.64052207455395
Nickel,46.5947417126256
Nickel,54.20321774494362
Nickel,46.73688010348805
Nickel,47.7690828339261
Nickel,40.552296345272346
Nickel,47.73846840375462
Nickel,37.88060336685522
Nickel,42.08048588257138
Nickel,53.80207328072149
Nickel,53.92900079325416
Nickel,52.12728780892483
Nickel,45.165119284353935
Nickel,49.7614432192901
Nickel,49.98198730454716
Nickel,44.20817655403729
Nickel,57.51699150883575
Nickel,54.386811452878355
Nickel,48.89517913085168
Nickel,50.134429194972654
Nickel,51.04191403973776
Nickel,39.791325657878545
Nickel,48.764113087397014
Nickel,46.59007876001101
Nickel,44.99189995052542
Nickel,48.594498535570224
Nickel,58.988432634247616
Nickel,53.20421430633505
Nickel,47.144105051086015
Nickel,52.86291390678079
Nickel,56.99677718293001
Nickel,54.62316841456384
Nickel,50.29815184960087
Nickel,46.76531611147213
Nickel,53.49111656806795
Nickel,51.96742692710875
Nickel,54.47596610013866
Nickel,53.175859008409844
Nickel,55.247763576596675
Nickel,47.32382394219716
Nickel,56.58697032817163
Nickel,50.987998023462
Nickel,60.37630436312632
Nickel,46.55406090955216
Nickel,58.67981901582625
Nickel,50.98955391731324
Nickel,46.74290998192776
Nickel,47.580570829728394
Nickel,48.3982634590284
Nickel,52.12082973200958
Nickel,52.6141774401775
Nickel,47.131499980307105
Nickel,49.87822703869509
Nickel,60.71135179305932
Nickel,58.637715850503554
Nickel,52.18161834837016
Nickel,50.190017390841
Nickel,50.600156633591304
Nickel,53.06758986365208
Nickel,44.886037174007974
Nickel,48.71311731288328
Nickel,41.65707963061205
Nickel,51.9961156130264
Nickel,53.2359796985137
Nickel,47.58406768850313
Nickel,57.869933816450164
Nickel,43.8711716849883
Nickel,42.6781255989509
Nickel,51.12225909279986
Nickel,55.23549151306077
Nickel,58.419638457289345
Nickel,47.7055786856553
Nickel,55.393404167156476
Nickel,49.80745765249647
Nickel,49.1368635002959
Nickel,54.41829968743336
Nickel,53.261614392067095
Nickel,42.11803921507875
Nickel,57.38270174862948
Nickel,56.90045677073726
Nickel,46.87218649245235
Nickel,51.979017667187044
Nickel,52.47015093141369
Nickel,51.303368829119535
Nickel,47.2484742307729
Nickel,46.641883160309746
Nickel,49.87222964504277
Nickel,55.86364509629682
Nickel,52.71800077297216
Nickel,48.14692833956947
Nickel,53.85849355324172
Nickel,35.75728689684962
Nickel,55.74382850186052
Nickel,41.301431106109504
Nickel,48.18779529298434
Nickel,44.40165052686928
Nickel,43.52659262139547
Nickel,55.8041339368926
Nickel,47.661493993440544
Nickel,51.73251940865358
Nickel,49.76539710560408
Nickel,52.385204136115604
Nickel,50.38410945530128
Nickel,43.58503887905715
Nickel,54.9813340972357
